,Temporal Dark Patterns,Monetary Dark Patterns,Social Dark Patterns,Psychological Dark Patterns,Temporal Dark Patterns Present,Monetary Dark Patterns Present,Social Dark Patterns Present,Psychological Dark Patterns Present,Temporal Dark Patterns Absence,Monetary Dark Patterns Absence,Social Dark Patterns Absence,Psychological Dark Patterns Absence
497,This game has 2 reported Temporal Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 3 reported Monetary Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 3 reported Social Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,2,3,3,3,5,5,1,0
498,This game has 3 reported Temporal Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 7 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,3,7,0,0,4,4,0,0
499,This game has 2 reported Temporal Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 2 reported Monetary Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 2 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,2,2,0,2,1,0,0,0
500,This game has 4 reported Temporal Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 6 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 4 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,4,6,0,4,3,4,7,0
501,This game has 13 reported Temporal Dark Patterns. There are 15 votes indicating the absence of a dark pattern.,This game has 24 reported Monetary Dark Patterns. There are 20 votes indicating the absence of a dark pattern.,This game has 13 reported Social Dark Patterns. There are 15 votes indicating the absence of a dark pattern.,This game has 12 reported Psychological Dark Patterns. There are 15 votes indicating the absence of a dark pattern.,13,24,13,12,15,20,15,15
502,This game has 9 reported Temporal Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 7 reported Monetary Dark Patterns. There are 10 votes indicating the absence of a dark pattern.,This game has 7 reported Social Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,9,7,7,3,3,10,6,11
503,This game has 6 reported Temporal Dark Patterns. There are 8 votes indicating the absence of a dark pattern.,This game has 13 reported Monetary Dark Patterns. There are 9 votes indicating the absence of a dark pattern.,This game has 4 reported Social Dark Patterns. There are 10 votes indicating the absence of a dark pattern.,This game has 7 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,6,13,4,7,8,9,10,7
504,This game has 15 reported Temporal Dark Patterns. There are 13 votes indicating the absence of a dark pattern.,This game has 17 reported Monetary Dark Patterns. There are 27 votes indicating the absence of a dark pattern.,This game has 14 reported Social Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 12 reported Psychological Dark Patterns. There are 15 votes indicating the absence of a dark pattern.,15,17,14,12,13,27,14,15
505,This game has 7 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 11 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 7 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 7 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,7,11,7,7,7,11,7,7
506,This game has 11 reported Temporal Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 13 reported Monetary Dark Patterns. There are 8 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 7 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,11,13,0,7,3,8,14,7
507,This game has 2 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 4 reported Monetary Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 2 reported Social Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,2,4,2,3,2,3,5,1
508,This game has 7 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 11 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 7 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 7 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,7,11,7,7,7,11,7,6
509,This game has 7 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 11 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 7 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 7 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,7,11,7,7,7,11,7,7
510,This game has 349 reported Temporal Dark Patterns. There are 427 votes indicating the absence of a dark pattern.,This game has 674 reported Monetary Dark Patterns. There are 522 votes indicating the absence of a dark pattern.,This game has 166 reported Social Dark Patterns. There are 551 votes indicating the absence of a dark pattern.,This game has 374 reported Psychological Dark Patterns. There are 377 votes indicating the absence of a dark pattern.,349,674,166,374,427,522,551,377
511,This game has 109 reported Temporal Dark Patterns. There are 108 votes indicating the absence of a dark pattern.,This game has 153 reported Monetary Dark Patterns. There are 187 votes indicating the absence of a dark pattern.,This game has 82 reported Social Dark Patterns. There are 136 votes indicating the absence of a dark pattern.,This game has 110 reported Psychological Dark Patterns. There are 100 votes indicating the absence of a dark pattern.,109,153,82,110,108,187,136,100
512,This game has 27 reported Temporal Dark Patterns. There are 39 votes indicating the absence of a dark pattern.,This game has 57 reported Monetary Dark Patterns. There are 44 votes indicating the absence of a dark pattern.,This game has 17 reported Social Dark Patterns. There are 47 votes indicating the absence of a dark pattern.,This game has 38 reported Psychological Dark Patterns. There are 28 votes indicating the absence of a dark pattern.,27,57,17,38,39,44,47,28
513,This game has 5 reported Temporal Dark Patterns. There are 16 votes indicating the absence of a dark pattern.,This game has 23 reported Monetary Dark Patterns. There are 10 votes indicating the absence of a dark pattern.,This game has 6 reported Social Dark Patterns. There are 8 votes indicating the absence of a dark pattern.,This game has 9 reported Psychological Dark Patterns. There are 12 votes indicating the absence of a dark pattern.,5,23,6,9,16,10,8,12
514,This game has 10 reported Temporal Dark Patterns. There are 9 votes indicating the absence of a dark pattern.,This game has 13 reported Monetary Dark Patterns. There are 17 votes indicating the absence of a dark pattern.,This game has 10 reported Social Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 7 reported Psychological Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,10,13,10,7,9,17,11,11
515,This game has 44 reported Temporal Dark Patterns. There are 36 votes indicating the absence of a dark pattern.,This game has 54 reported Monetary Dark Patterns. There are 66 votes indicating the absence of a dark pattern.,This game has 29 reported Social Dark Patterns. There are 46 votes indicating the absence of a dark pattern.,This game has 36 reported Psychological Dark Patterns. There are 44 votes indicating the absence of a dark pattern.,44,54,29,36,36,66,46,44
516,This game has 30 reported Temporal Dark Patterns. There are 29 votes indicating the absence of a dark pattern.,This game has 46 reported Monetary Dark Patterns. There are 47 votes indicating the absence of a dark pattern.,This game has 18 reported Social Dark Patterns. There are 44 votes indicating the absence of a dark pattern.,This game has 31 reported Psychological Dark Patterns. There are 27 votes indicating the absence of a dark pattern.,30,46,18,31,29,47,44,27
517,This game has 6 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 9 reported Monetary Dark Patterns. There are 9 votes indicating the absence of a dark pattern.,This game has 5 reported Social Dark Patterns. There are 9 votes indicating the absence of a dark pattern.,This game has 7 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,6,9,5,7,7,9,9,7
518,This game has 6 reported Temporal Dark Patterns. There are 8 votes indicating the absence of a dark pattern.,This game has 7 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 9 reported Social Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 4 reported Psychological Dark Patterns. There are 9 votes indicating the absence of a dark pattern.,6,7,9,4,8,11,3,9
519,This game has 36 reported Temporal Dark Patterns. There are 27 votes indicating the absence of a dark pattern.,This game has 46 reported Monetary Dark Patterns. There are 52 votes indicating the absence of a dark pattern.,This game has 13 reported Social Dark Patterns. There are 37 votes indicating the absence of a dark pattern.,This game has 29 reported Psychological Dark Patterns. There are 24 votes indicating the absence of a dark pattern.,36,46,13,29,27,52,37,24
520,This game has 8 reported Temporal Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 4 reported Monetary Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 5 reported Social Dark Patterns. There are 9 votes indicating the absence of a dark pattern.,This game has 8 reported Psychological Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,8,4,5,8,6,7,9,5
521,This game has 4 reported Temporal Dark Patterns. There are 9 votes indicating the absence of a dark pattern.,This game has 7 reported Monetary Dark Patterns. There are 8 votes indicating the absence of a dark pattern.,This game has 6 reported Social Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 6 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,4,7,6,6,9,8,5,4
522,This game has 4 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 12 reported Monetary Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 4 reported Social Dark Patterns. There are 8 votes indicating the absence of a dark pattern.,This game has 4 reported Psychological Dark Patterns. There are 8 votes indicating the absence of a dark pattern.,4,12,4,4,7,5,8,8
523,This game has 60 reported Temporal Dark Patterns. There are 49 votes indicating the absence of a dark pattern.,This game has 92 reported Monetary Dark Patterns. There are 68 votes indicating the absence of a dark pattern.,This game has 12 reported Social Dark Patterns. There are 98 votes indicating the absence of a dark pattern.,This game has 55 reported Psychological Dark Patterns. There are 46 votes indicating the absence of a dark pattern.,60,92,12,55,49,68,98,46
524,This game has 72 reported Temporal Dark Patterns. There are 48 votes indicating the absence of a dark pattern.,This game has 87 reported Monetary Dark Patterns. There are 77 votes indicating the absence of a dark pattern.,This game has 18 reported Social Dark Patterns. There are 94 votes indicating the absence of a dark pattern.,This game has 66 reported Psychological Dark Patterns. There are 46 votes indicating the absence of a dark pattern.,72,87,18,66,48,77,94,46
525,This game has 11 reported Temporal Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 17 reported Monetary Dark Patterns. There are 8 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 7 reported Psychological Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,11,17,0,7,6,8,14,5
526,This game has 69 reported Temporal Dark Patterns. There are 95 votes indicating the absence of a dark pattern.,This game has 141 reported Monetary Dark Patterns. There are 130 votes indicating the absence of a dark pattern.,This game has 54 reported Social Dark Patterns. There are 120 votes indicating the absence of a dark pattern.,This game has 90 reported Psychological Dark Patterns. There are 80 votes indicating the absence of a dark pattern.,69,141,54,90,95,130,120,80
527,This game has 3 reported Temporal Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 5 reported Monetary Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 7 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,3,5,0,7,4,6,7,0
528,This game has 7 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 8 reported Monetary Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 7 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 6 reported Psychological Dark Patterns. There are 8 votes indicating the absence of a dark pattern.,7,8,7,6,7,14,7,8
529,This game has 4 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 5 reported Monetary Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 1 reported Social Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 4 reported Psychological Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,4,5,1,4,2,6,6,3
530,This game has 5 reported Temporal Dark Patterns. There are 9 votes indicating the absence of a dark pattern.,This game has 11 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 4 reported Social Dark Patterns. There are 10 votes indicating the absence of a dark pattern.,This game has 8 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,5,11,4,8,9,11,10,6
531,This game has 5 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 6 reported Monetary Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 1 reported Social Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 2 reported Psychological Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,5,6,1,2,2,5,6,5
532,This game has 3 reported Temporal Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 6 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 2 reported Social Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,3,6,2,3,4,4,5,4
533,This game has 3 reported Temporal Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 6 reported Monetary Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 2 reported Social Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,3,6,2,3,4,5,5,4
534,This game has 4 reported Temporal Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 6 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 3 reported Social Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,4,6,3,1,3,4,4,6
535,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 9 reported Monetary Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 7 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,0,9,0,7,7,2,7,0
536,This game has 5 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 7 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,5,7,0,3,2,4,7,4
537,This game has 4 reported Temporal Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 5 reported Monetary Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 2 reported Social Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,4,5,2,3,3,6,5,4
538,This game has 4 reported Temporal Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 6 reported Monetary Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 1 reported Social Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,4,6,1,3,3,5,6,4
539,This game has 22 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 26 reported Monetary Dark Patterns. There are 19 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 21 votes indicating the absence of a dark pattern.,This game has 14 reported Psychological Dark Patterns. There are 16 votes indicating the absence of a dark pattern.,22,26,0,14,7,19,21,16
540,This game has 6 reported Temporal Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 3 reported Monetary Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 5 reported Psychological Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,6,3,0,5,1,5,7,2
541,This game has 4 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 6 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 2 reported Social Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,4,6,2,1,2,4,4,6
542,This game has 18 reported Temporal Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 31 reported Monetary Dark Patterns. There are 28 votes indicating the absence of a dark pattern.,This game has 8 reported Social Dark Patterns. There are 20 votes indicating the absence of a dark pattern.,This game has 10 reported Psychological Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,18,31,8,10,14,28,20,14
543,This game has 3 reported Temporal Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 4 reported Monetary Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 2 reported Social Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,3,4,2,0,1,2,5,1
544,This game has 65 reported Temporal Dark Patterns. There are 35 votes indicating the absence of a dark pattern.,This game has 87 reported Monetary Dark Patterns. There are 64 votes indicating the absence of a dark pattern.,This game has 4 reported Social Dark Patterns. There are 86 votes indicating the absence of a dark pattern.,This game has 47 reported Psychological Dark Patterns. There are 40 votes indicating the absence of a dark pattern.,65,87,4,47,35,64,86,40
545,This game has 21 reported Temporal Dark Patterns. There are 17 votes indicating the absence of a dark pattern.,This game has 38 reported Monetary Dark Patterns. There are 20 votes indicating the absence of a dark pattern.,This game has 4 reported Social Dark Patterns. There are 31 votes indicating the absence of a dark pattern.,This game has 14 reported Psychological Dark Patterns. There are 26 votes indicating the absence of a dark pattern.,21,38,4,14,17,20,31,26
546,This game has 17 reported Temporal Dark Patterns. There are 13 votes indicating the absence of a dark pattern.,This game has 32 reported Monetary Dark Patterns. There are 22 votes indicating the absence of a dark pattern.,This game has 7 reported Social Dark Patterns. There are 28 votes indicating the absence of a dark pattern.,This game has 10 reported Psychological Dark Patterns. There are 17 votes indicating the absence of a dark pattern.,17,32,7,10,13,22,28,17
547,This game has 8 reported Temporal Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 9 reported Monetary Dark Patterns. There are 12 votes indicating the absence of a dark pattern.,This game has 2 reported Social Dark Patterns. There are 12 votes indicating the absence of a dark pattern.,This game has 9 reported Psychological Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,8,9,2,9,5,12,12,5
548,This game has 10 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 20 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 21 votes indicating the absence of a dark pattern.,This game has 7 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,10,20,0,7,7,4,21,6
549,This game has 7 reported Temporal Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 19 reported Monetary Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 7 reported Social Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 9 reported Psychological Dark Patterns. There are 12 votes indicating the absence of a dark pattern.,7,19,7,9,14,14,14,12
550,This game has 21 reported Temporal Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 24 reported Monetary Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 1 reported Social Dark Patterns. There are 31 votes indicating the absence of a dark pattern.,This game has 13 reported Psychological Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,21,24,1,13,6,14,31,14
551,This game has 15 reported Temporal Dark Patterns. There are 19 votes indicating the absence of a dark pattern.,This game has 26 reported Monetary Dark Patterns. There are 26 votes indicating the absence of a dark pattern.,This game has 11 reported Social Dark Patterns. There are 24 votes indicating the absence of a dark pattern.,This game has 17 reported Psychological Dark Patterns. There are 16 votes indicating the absence of a dark pattern.,15,26,11,17,19,26,24,16
552,This game has 94 reported Temporal Dark Patterns. There are 121 votes indicating the absence of a dark pattern.,This game has 178 reported Monetary Dark Patterns. There are 155 votes indicating the absence of a dark pattern.,This game has 52 reported Social Dark Patterns. There are 151 votes indicating the absence of a dark pattern.,This game has 100 reported Psychological Dark Patterns. There are 112 votes indicating the absence of a dark pattern.,94,178,52,100,121,155,151,112
553,This game has 8 reported Temporal Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 10 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 2 reported Social Dark Patterns. There are 12 votes indicating the absence of a dark pattern.,This game has 8 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,8,10,2,8,6,11,12,6
554,This game has 4 reported Temporal Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 7 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 1 reported Social Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,4,7,1,1,3,4,5,5
555,This game has 49 reported Temporal Dark Patterns. There are 68 votes indicating the absence of a dark pattern.,This game has 90 reported Monetary Dark Patterns. There are 81 votes indicating the absence of a dark pattern.,This game has 28 reported Social Dark Patterns. There are 84 votes indicating the absence of a dark pattern.,This game has 58 reported Psychological Dark Patterns. There are 52 votes indicating the absence of a dark pattern.,49,90,28,58,68,81,84,52
556,This game has 2 reported Temporal Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 1 reported Monetary Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,2,1,0,3,0,1,0,2
557,This game has 9 reported Temporal Dark Patterns. There are 10 votes indicating the absence of a dark pattern.,This game has 16 reported Monetary Dark Patterns. There are 17 votes indicating the absence of a dark pattern.,This game has 7 reported Social Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 9 reported Psychological Dark Patterns. There are 12 votes indicating the absence of a dark pattern.,9,16,7,9,10,17,14,12
558,This game has 3 reported Temporal Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 5 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 2 reported Social Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 2 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,3,5,2,2,3,4,5,4
559,This game has 4 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 2 reported Social Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 7 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,4,0,2,7,2,11,1,0
560,This game has 3 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 4 reported Monetary Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 2 reported Social Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 2 reported Psychological Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,3,4,2,2,2,5,5,2
561,This game has 334 reported Temporal Dark Patterns. There are 370 votes indicating the absence of a dark pattern.,This game has 384 reported Monetary Dark Patterns. There are 695 votes indicating the absence of a dark pattern.,This game has 337 reported Social Dark Patterns. There are 277 votes indicating the absence of a dark pattern.,This game has 197 reported Psychological Dark Patterns. There are 411 votes indicating the absence of a dark pattern.,334,384,337,197,370,695,277,411
562,This game has 18 reported Temporal Dark Patterns. There are 17 votes indicating the absence of a dark pattern.,This game has 29 reported Monetary Dark Patterns. There are 20 votes indicating the absence of a dark pattern.,This game has 4 reported Social Dark Patterns. There are 27 votes indicating the absence of a dark pattern.,This game has 12 reported Psychological Dark Patterns. There are 15 votes indicating the absence of a dark pattern.,18,29,4,12,17,20,27,15
563,This game has 9 reported Temporal Dark Patterns. There are 10 votes indicating the absence of a dark pattern.,This game has 16 reported Monetary Dark Patterns. There are 15 votes indicating the absence of a dark pattern.,This game has 6 reported Social Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 4 reported Psychological Dark Patterns. There are 9 votes indicating the absence of a dark pattern.,9,16,6,4,10,15,11,9
564,This game has 3 reported Temporal Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 3 reported Monetary Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 4 reported Social Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,3,3,4,3,1,3,2,2
565,This game has 16 reported Temporal Dark Patterns. There are 9 votes indicating the absence of a dark pattern.,This game has 16 reported Monetary Dark Patterns. There are 15 votes indicating the absence of a dark pattern.,This game has 7 reported Social Dark Patterns. There are 20 votes indicating the absence of a dark pattern.,This game has 5 reported Psychological Dark Patterns. There are 10 votes indicating the absence of a dark pattern.,16,16,7,5,9,15,20,10
566,This game has 4 reported Temporal Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 3 reported Monetary Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 2 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,4,3,0,2,0,1,7,0
567,This game has 7 reported Temporal Dark Patterns. There are 13 votes indicating the absence of a dark pattern.,This game has 16 reported Monetary Dark Patterns. There are 17 votes indicating the absence of a dark pattern.,This game has 7 reported Social Dark Patterns. There are 13 votes indicating the absence of a dark pattern.,This game has 9 reported Psychological Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,7,16,7,9,13,17,13,11
568,This game has 4 reported Temporal Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 7 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,4,7,0,3,3,4,7,4
569,This game has 4 reported Temporal Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 6 reported Monetary Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 1 reported Social Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 2 reported Psychological Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,4,6,1,2,3,5,6,5
570,This game has 3 reported Temporal Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 3 reported Monetary Dark Patterns. There are 8 votes indicating the absence of a dark pattern.,This game has 2 reported Social Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 5 reported Psychological Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,3,3,2,5,3,8,5,2
571,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 8 reported Monetary Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 1 reported Social Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 5 reported Psychological Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,0,8,1,5,7,3,6,2
